"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	Deaths
	"Illinois"	"17"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	23
	"Illinois"	"17"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	20
	"Illinois"	"17"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	26
	"Illinois"	"17"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	31
	"Illinois"	"17"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	32
	"Illinois"	"17"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	51
	"Illinois"	"17"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	39
	"Illinois"	"17"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	28
	"Illinois"	"17"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	21
	"Illinois"	"17"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	26
	"Illinois"	"17"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	33
	"Illinois"	"17"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	25
	"Illinois"	"17"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	40
	"Illinois"	"17"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	29
	"Illinois"	"17"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	30
	"Illinois"	"17"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	16
	"Illinois"	"17"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Illinois"	"17"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	28
	"Illinois"	"17"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	39
	"Illinois"	"17"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	40
	"Illinois"	"17"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	35
	"Illinois"	"17"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	24
	"Illinois"	"17"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	27
	"Illinois"	"17"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	24
	"Illinois"	"17"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Illinois"	"17"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	40
	"Illinois"	"17"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	36
	"Illinois"	"17"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	29
	"Illinois"	"17"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	36
	"Illinois"	"17"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	18
	"Illinois"	"17"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	22
	"Illinois"	"17"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	28
	"Illinois"	"17"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	46
	"Illinois"	"17"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	37
	"Illinois"	"17"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	30
	"Illinois"	"17"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	32
	"Illinois"	"17"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	20
	"Illinois"	"17"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Illinois"	"17"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	36
	"Illinois"	"17"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	45
	"Illinois"	"17"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	47
	"Illinois"	"17"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	32
	"Illinois"	"17"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	20
	"Illinois"	"17"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	30
	"Illinois"	"17"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	44
	"Illinois"	"17"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	41
	"Illinois"	"17"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	45
	"Illinois"	"17"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	37
	"Illinois"	"17"	"2009"	"2009"	"55-59 years"	"55-59"	"Male"	"M"	20
	"Illinois"	"17"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	20
	"Illinois"	"17"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	28
	"Illinois"	"17"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	38
	"Illinois"	"17"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	49
	"Illinois"	"17"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	41
	"Illinois"	"17"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	28
	"Illinois"	"17"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	16
	"Illinois"	"17"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	27
	"Illinois"	"17"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Illinois"	"17"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	31
	"Illinois"	"17"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	52
	"Illinois"	"17"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	41
	"Illinois"	"17"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	35
	"Illinois"	"17"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	25
	"Illinois"	"17"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	33
	"Illinois"	"17"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	28
	"Illinois"	"17"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	31
	"Illinois"	"17"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	46
	"Illinois"	"17"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	35
	"Illinois"	"17"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	24
	"Illinois"	"17"	"2012"	"2012"	"60-64 years "	"60-64"	"Male"	"M"	26
	"Illinois"	"17"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	19
	"Illinois"	"17"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	39
	"Illinois"	"17"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	43
	"Illinois"	"17"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	32
	"Illinois"	"17"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	44
	"Illinois"	"17"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	30
	"Illinois"	"17"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	25
	"Illinois"	"17"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	38
	"Illinois"	"17"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	40
	"Illinois"	"17"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	42
	"Illinois"	"17"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	43
	"Illinois"	"17"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	17
	"Illinois"	"17"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Illinois"	"17"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	32
	"Illinois"	"17"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	44
	"Illinois"	"17"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	47
	"Illinois"	"17"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	40
	"Illinois"	"17"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	61
	"Illinois"	"17"	"2015"	"2015"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Illinois"	"17"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Illinois"	"17"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	30
	"Illinois"	"17"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	37
	"Illinois"	"17"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	38
	"Illinois"	"17"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	39
	"Illinois"	"17"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	49
	"Illinois"	"17"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	23
	"Illinois"	"17"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	39
	"Illinois"	"17"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	34
	"Illinois"	"17"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	33
	"Illinois"	"17"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	34
	"Illinois"	"17"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	47
	"Illinois"	"17"	"2017"	"2017"	"55-59 years"	"55-59"	"Male"	"M"	18
	"Illinois"	"17"	"2017"	"2017"	"60-64 years "	"60-64"	"Male"	"M"	33
	"Illinois"	"17"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Illinois"	"17"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	42
	"Illinois"	"17"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	49
	"Illinois"	"17"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	35
	"Illinois"	"17"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	41
	"Illinois"	"17"	"2018"	"2018"	"60-64 years "	"60-64"	"Male"	"M"	25
	"Illinois"	"17"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	32
	"Illinois"	"17"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	43
	"Illinois"	"17"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	36
	"Illinois"	"17"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	35
	"Illinois"	"17"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	44
	"Illinois"	"17"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	21
	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	32
	"Illinois"	"17"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	39
	"Illinois"	"17"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	35
	"Illinois"	"17"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	44
	"Illinois"	"17"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	57
	"Illinois"	"17"	"2020"	"2020"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Illinois"	"17"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	31
	"Illinois"	"17"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	36
	"Illinois"	"17"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	44
	"Illinois"	"17"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	34
	"Illinois"	"17"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	48
	"Illinois"	"17"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	24
	"Illinois"	"17"	"2021"	"2021"	"65-69 years"	"65-69"	"Male"	"M"	34
	"Illinois"	"17"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	48
	"Illinois"	"17"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	36
	"Illinois"	"17"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	44
	"Illinois"	"17"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	43
	"Indiana"	"18"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	19
	"Indiana"	"18"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Indiana"	"18"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Indiana"	"18"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Indiana"	"18"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Indiana"	"18"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Indiana"	"18"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Indiana"	"18"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Indiana"	"18"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Indiana"	"18"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Indiana"	"18"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Indiana"	"18"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	18
	"Indiana"	"18"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Indiana"	"18"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Indiana"	"18"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	19
	"Indiana"	"18"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Indiana"	"18"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	19
	"Indiana"	"18"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	17
	"Indiana"	"18"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	24
	"Indiana"	"18"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	22
	"Indiana"	"18"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	19
	"Indiana"	"18"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Indiana"	"18"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	19
	"Indiana"	"18"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	21
	"Indiana"	"18"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	23
	"Indiana"	"18"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Indiana"	"18"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Indiana"	"18"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	17
	"Indiana"	"18"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Indiana"	"18"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Indiana"	"18"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Indiana"	"18"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	17
	"Indiana"	"18"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	17
	"Indiana"	"18"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Indiana"	"18"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Indiana"	"18"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	20
	"Indiana"	"18"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Indiana"	"18"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Indiana"	"18"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Indiana"	"18"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	20
	"Indiana"	"18"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Indiana"	"18"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	17
	"Indiana"	"18"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Indiana"	"18"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Indiana"	"18"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	18
	"Indiana"	"18"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Indiana"	"18"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Indiana"	"18"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Indiana"	"18"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	23
	"Indiana"	"18"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Indiana"	"18"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Indiana"	"18"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	32
	"Indiana"	"18"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	28
	"Indiana"	"18"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Indiana"	"18"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	27
	"Indiana"	"18"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	25
	"Indiana"	"18"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	26
	"Indiana"	"18"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	24
	"Indiana"	"18"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Indiana"	"18"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	22
	"Indiana"	"18"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	23
	"Indiana"	"18"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Indiana"	"18"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Indiana"	"18"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	27
	"Indiana"	"18"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	17
	"Indiana"	"18"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Indiana"	"18"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Indiana"	"18"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	26
	"Indiana"	"18"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Indiana"	"18"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	27
	"Indiana"	"18"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Indiana"	"18"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Indiana"	"18"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	25
	"Indiana"	"18"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Indiana"	"18"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	27
	"Indiana"	"18"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	31
	"Indiana"	"18"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	23
	"Indiana"	"18"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	36
	"Indiana"	"18"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	30
	"Indiana"	"18"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Indiana"	"18"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	29
	"Indiana"	"18"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Indiana"	"18"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	24
	"Indiana"	"18"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	25
	"Indiana"	"18"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Indiana"	"18"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Indiana"	"18"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	30
	"Indiana"	"18"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	32
	"Indiana"	"18"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	24
	"Indiana"	"18"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Indiana"	"18"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	21
	"Indiana"	"18"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Indiana"	"18"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	23
	"Indiana"	"18"	"2021"	"2021"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Indiana"	"18"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	25
	"Indiana"	"18"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	19
	"Indiana"	"18"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Indiana"	"18"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	28
	"Iowa"	"19"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	21
	"Iowa"	"19"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Iowa"	"19"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Iowa"	"19"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Iowa"	"19"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Iowa"	"19"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Iowa"	"19"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Iowa"	"19"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	17
	"Iowa"	"19"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Iowa"	"19"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Iowa"	"19"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Iowa"	"19"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Iowa"	"19"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	18
	"Iowa"	"19"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Iowa"	"19"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	20
	"Kansas"	"20"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Kansas"	"20"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	19
	"Kansas"	"20"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Kansas"	"20"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	19
	"Kansas"	"20"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Kansas"	"20"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	18
	"Kansas"	"20"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	17
	"Kansas"	"20"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	22
	"Kentucky"	"21"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Kentucky"	"21"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Kentucky"	"21"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Kentucky"	"21"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Kentucky"	"21"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Kentucky"	"21"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Kentucky"	"21"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Kentucky"	"21"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	16
	"Kentucky"	"21"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	22
	"Kentucky"	"21"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Kentucky"	"21"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Kentucky"	"21"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Kentucky"	"21"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Kentucky"	"21"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	24
	"Kentucky"	"21"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	23
	"Kentucky"	"21"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Kentucky"	"21"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Kentucky"	"21"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Kentucky"	"21"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Kentucky"	"21"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	19
	"Kentucky"	"21"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Kentucky"	"21"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Kentucky"	"21"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	24
	"Kentucky"	"21"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	16
	"Kentucky"	"21"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Kentucky"	"21"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Kentucky"	"21"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	24
	"Kentucky"	"21"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Kentucky"	"21"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	19
	"Kentucky"	"21"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	28
	"Kentucky"	"21"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Kentucky"	"21"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Kentucky"	"21"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	27
	"Kentucky"	"21"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	16
	"Kentucky"	"21"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Kentucky"	"21"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	19
	"Kentucky"	"21"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	16
	"Louisiana"	"22"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Louisiana"	"22"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	17
